Ward Code,Ward Name,LA Name,Region Name,QS601EW0011,QS601EW0001 (base),Ward Percentage
E05004855,Hatfield South,Welwyn Hatfield,East of England,2692,6302,42.7200,
E05004864,Welham Green,Welwyn Hatfield,East of England,825,2744,30.0700,
E05000068,Brampton,Bexley,London,2248,7627,29.4700,
E05004851,Haldens,Welwyn Hatfield,East of England,1229,4884,25.1600,
E05002371,Sunninghill and South Ascot,Windsor and Maidenhead,South East,1455,4882,29.8000,
E05000412,St Mark's,Kingston upon Thames,London,2370,8900,26.6300,
E05000413,Surbiton Hill,Kingston upon Thames,London,1784,7925,22.5100,
E05000414,Tolworth and Hook Rise,Kingston upon Thames,London,1769,7216,24.5100,
E05000415,Tudor,Kingston upon Thames,London,1688,6728,25.0900,
E05000416,Bishop's,Lambeth,London,2508,8230,30.4700,
E05000417,Brixton Hill,Lambeth,London,2676,12807,20.8900,
E05000418,Clapham Common,Lambeth,London,1857,10447,17.7800,
E05000419,Clapham Town,Lambeth,London,2012,11341,17.7400,
E05000420,Coldharbour,Lambeth,London,3451,12734,27.1000,
E05000421,Ferndale,Lambeth,London,2446,12740,19.2000,
E05002368,Park,Windsor and Maidenhead,South East,947,3806,24.8800,
E05002369,Pinkneys Green,Windsor and Maidenhead,South East,1422,5184,27.4300,
E05002370,Sunningdale,Windsor and Maidenhead,South East,1119,3621,30.9000,
E05004758,Potters Bar Oakmere,Hertsmere,East of England,1640,5361,30.5900,
E05002372,Arborfield,Wokingham,South East,431,2026,21.2700,
E05002373,Barkham,Wokingham,South East,522,2701,19.3300,
E05002374,Bulmershe and Whitegates,Wokingham,South East,1815,5988,30.3100,
E05002375,Charvil,Wokingham,South East,490,2197,22.3000,
E05002376,Coronation,Wokingham,South East,1039,4067,25.5500,
E05002377,Emmbrook,Wokingham,South East,1501,5805,25.8600,
E05000061,West Finchley,Barnet,London,3141,12539,25.0500,
E05000062,West Hendon,Barnet,London,3898,12974,30.0400,
E05000063,Woodhouse,Barnet,London,3518,13075,26.9100,
E05000064,Barnehurst,Bexley,London,2094,7508,27.8900,
E05000065,Belvedere,Bexley,London,2398,8515,28.1600,
E05000066,Blackfen and Lamorbey,Bexley,London,2037,7631,26.6900,
E05000067,Blendon and Penhill,Bexley,London,2107,7874,26.7600,
E05000069,Christchurch,Bexley,London,2060,7917,26.0200,
E05000070,Colyers,Bexley,London,2337,7918,29.5200,
E05002311,Sulhamstead,West Berkshire,South East,524,2145,24.4300,
E05002298,Compton,West Berkshire,South East,497,2277,21.8300,
E05005031,Swanley St Mary's,Sevenoaks,South East,982,3081,31.8700,
E05002285,Priestwood and Garth,Bracknell Forest,South East,1238,5382,23.0000,
E05005027,Sevenoaks Kippington,Sevenoaks,South East,1139,3306,34.4500,
E05002294,Calcot,West Berkshire,South East,1437,6610,21.7400,
E05005018,"Halstead, Knockholt and Badgers Mount",Sevenoaks,South East,708,2534,27.9400,
E05000488,Manor Park,Newham,London,4111,11215,36.6600,
E05002281,Harmans Water,Bracknell Forest,South East,1267,5887,21.5200,
E05005014,Edenbridge South and West,Sevenoaks,South East,849,3063,27.7200,
E05002268,Twydall,Medway,South East,2876,9271,31.0200,
E05002328,Park,Reading,South East,2522,8671,29.0900,
E05005000,North,Maidstone,South East,1789,7252,24.6700,
E05002238,Little Thurrock Rectory,Thurrock,East of England,1051,4429,23.7300,
E05002255,Luton and Wayfield,Medway,South East,3223,10459,30.8200,
E05002264,Rochester West,Medway,South East,2533,8123,31.1800,
E05004985,Boughton Monchelsea and Chart Sutton,Maidstone,South East,572,1930,29.6400,
E05002251,Gillingham North,Medway,South East,4443,13209,33.6400,
E05004981,Woodlands,Gravesham,South East,1193,4733,25.2100,
E05004968,Istead Rise,Gravesham,South East,841,2516,33.4300,
E05000489,Plaistow North,Newham,London,3850,11309,34.0400,
E05002234,East Tilbury,Thurrock,East of England,1135,4777,23.7600,
E05007339,Preston,Reigate and Banstead,South East,506,1986,25.4800,
E05004964,Central,Gravesham,South East,1481,5247,28.2300,
E05007335,Kingswood with Burgh Heath,Reigate and Banstead,South East,1432,5049,28.3600,
E05004450,Popley West,Basingstoke and Deane,South East,804,3962,20.2900,
E05004437,Bramley and Sherfield,Basingstoke and Deane,South East,963,4230,22.7700,
E05000429,Stockwell,Lambeth,London,2662,11590,22.9700,
E05004433,Brighton Hill South,Basingstoke and Deane,South East,835,4036,20.6900,
E05000430,Streatham Hill,Lambeth,London,2440,11075,22.0300,
E05000431,Streatham South,Lambeth,London,2804,10615,26.4200,
E05004616,Fernhill,Rushmoor,South East,965,4122,23.4100,
E05000422,Gipsy Hill,Lambeth,London,2552,10134,25.1800,
E05000423,Herne Hill,Lambeth,London,2536,11880,21.3500,
E05000424,Knight's Hill,Lambeth,London,2774,10698,25.9300,
E05000425,Larkhall,Lambeth,London,3030,13871,21.8400,
E05000426,Oval,Lambeth,London,2809,12487,22.5000,
E05000427,Prince's,Lambeth,London,2869,11264,25.4700,
E05000428,St Leonard's,Lambeth,London,2440,11587,21.0600,
E05000077,Lesnes Abbey,Bexley,London,2468,8099,30.4700,
E05000071,Crayford,Bexley,London,2200,7986,27.5500,
E05000072,Cray Meadows,Bexley,London,2392,7859,30.4400,
E05000073,Danson Park,Bexley,London,2163,7885,27.4300,
E05000074,East Wickham,Bexley,London,2272,7846,28.9600,
E05000075,Erith,Bexley,London,2551,8528,29.9100,
E05000076,Falconwood and Welling,Bexley,London,2009,7873,25.5200,
E05000078,Longlands,Bexley,London,2095,7466,28.0600,
E05000079,North End,Bexley,London,2492,7877,31.6400,
E05000080,Northumberland Heath,Bexley,London,2155,7651,28.1700,
E05004082,Appleton,Castle Point,East of England,1502,4924,30.5000,
E05004069,Brentwood West,Brentwood,East of England,1118,5304,21.0800,
E05004056,Rayne,Braintree,East of England,426,1719,24.7800,
E05005133,Capel,Tunbridge Wells,South East,429,1775,24.1700,
E05005119,Kings Hill,Tonbridge and Malling,South East,1077,5176,20.8100,
E05004065,Witham West,Braintree,East of England,1445,5196,27.8100,
E05000521,Hampton North,Richmond upon Thames,London,1912,6846,27.9300,
E05005129,Wrotham,Tonbridge and Malling,South East,403,1285,31.3600,
E05004052,Hatfield Peverel,Braintree,East of England,871,3105,28.0500,
E05005115,Higham,Tonbridge and Malling,South East,1280,4039,31.6900,
E05002393,Twyford,Wokingham,South East,954,4135,23.0700,
E05004026,Laindon Park,Basildon,East of England,2399,8293,28.9300,
E05004035,Wickford North,Basildon,East of England,2543,8847,28.7400,
E05004022,Billericay West,Basildon,East of England,2381,8626,27.6000,
E05002389,Shinfield South,Wokingham,South East,1019,4995,20.4000,
E05005071,Roman,Swale,South East,1105,3644,30.3200,
E05002325,Mapledurham,Reading,South East,615,2116,29.0600,
E05002334,Whitley,Reading,South East,2210,8135,27.1700,
E05005067,Milton Regis,Swale,South East,1048,3492,30.0100,
E05000087,Brondesbury Park,Brent,London,2661,10056,26.4600,
E05002321,Caversham,Reading,South East,1430,7116,20.1000,
E05004790,Harpenden East,St Albans,East of England,1348,5178,26.0300,
E05004563,Yateley East,Hart,South East,1059,3779,28.0200,
E05004550,Church Crookham West,Hart,South East,818,3775,21.6700,
E05004118,Waterhouse Farm,Chelmsford,East of England,1157,4589,25.2100,
E05000441,Crofton Park,Lewisham,London,2682,11400,23.5300,
E05000432,Streatham Wells,Lambeth,London,2513,11394,22.0600,
E05000433,Thornton,Lambeth,London,2087,9477,22.0200,
E05000434,Thurlow Park,Lambeth,London,2312,10234,22.5900,
E05000435,Tulse Hill,Lambeth,London,2820,11961,23.5800,
E05000436,Vassall,Lambeth,London,2942,11164,26.3500,
E05000437,Bellingham,Lewisham,London,3152,10334,30.5000,
E05000438,Blackheath,Lewisham,London,2510,10703,23.4500,
E05000439,Brockley,Lewisham,London,3346,14064,23.7900,
E05000440,Catford South,Lewisham,London,3005,11133,26.9900,
E05000081,St Mary's,Bexley,London,2109,7484,28.1800,
E05000082,St Michael's,Bexley,London,2059,7960,25.8700,
E05000083,Sidcup,Bexley,London,2265,7910,28.6300,
E05000084,Thamesmead East,Bexley,London,2539,8500,29.8700,
E05002612,Mandeville and Elm Farm,Aylesbury Vale,South East,1359,6578,20.6600,
E05000085,Alperton,Brent,London,3250,10798,30.1000,
E05000086,Barnhill,Brent,London,3770,11542,32.6600,
E05000088,Dollis Hill,Brent,London,3261,9381,34.7600,
E05000089,Dudden Hill,Brent,London,3394,11339,29.9300,
E05000090,Fryent,Brent,London,3063,9891,30.9700,
E05002672,Taplow,South Bucks,South East,317,1301,24.3700,
E05004182,Harlow Common,Harlow,East of England,1449,5220,27.7600,
E05006569,Aston Rowant,South Oxfordshire,South East,448,1782,25.1400,
E05002659,Burnham Church,South Bucks,South East,941,3641,25.8400,
E05004169,North Weald Bassett,Epping Forest,East of England,905,3254,27.8100,
E05002646,Little Chalfont,Chiltern,South East,969,3289,29.4600,
E05004156,"Hastingwood, Matching and Sheering Village",Epping Forest,East of England,417,1555,26.8200,
E05002655,Beaconsfield North,South Bucks,South East,1186,3464,34.2400,
E05004165,Loughton St Mary's,Epping Forest,East of England,907,3295,27.5300,
E05002642,Gold Hill,Chiltern,South East,377,1497,25.1800,
E05004152,"Chipping Ongar, Greensted and Marden Ash",Epping Forest,East of England,882,2892,30.5000,
E05006539,Launton,Cherwell,South East,1219,2939,41.4800,
E05002616,Pitstone,Aylesbury Vale,South East,607,2629,23.0900,
E05002625,Weedon,Aylesbury Vale,South East,511,2267,22.5400,
E05004109,Patching Hall,Chelmsford,East of England,1818,6424,28.3000,
E05004096,Bicknacre and East and West Hanningfield,Chelmsford,East of England,1127,3745,30.0900,
E05002595,Aylesbury Central,Aylesbury Vale,South East,587,2936,19.9900,
E05004105,"Little Baddow, Danbury and Sandon",Chelmsford,East of England,1938,5844,33.1600,
E05004092,St James,Castle Point,East of England,1405,4690,29.9600,
E05004700,"Bovingdon, Flaunden and Chipperfield",Dacorum,East of England,2165,6724,32.2000,
E05007399,Oxted South,Tandridge,South East,1108,4247,26.0900,
E05004696,Bennetts End,Dacorum,East of England,1079,4166,25.9000,
E05007395,Harestone,Tandridge,South East,826,2991,27.6200,
E05004683,Goffs Oak,Broxbourne,East of England,1596,6048,26.3900,
E05007382,Mytchett and Deepcut,Surrey Heath,South East,1149,5169,22.2300,
E05007369,Shepperton Town,Spelthorne,South East,1347,4845,27.8000,
E05004760,Shenley,Hertsmere,East of England,910,3869,23.5200,
E05002223,Southchurch,Southend-on-Sea,East of England,2427,6661,36.4400,
E05007352,Chertsey South and Row Town,Runnymede,South East,944,3774,25.0100,
E05007303,Stoke,Guildford,South East,1141,4613,24.7300,
E05007299,Pilgrims,Guildford,South East,529,1780,29.7200,
E05004623,Rowhill,Rushmoor,South East,994,4011,24.7800,
E05007286,Ash South and Tongham,Guildford,South East,1341,5736,23.3800,
E05000100,Stonebridge,Brent,London,4392,11542,38.0500,
E05007273,Auriol,Epsom and Ewell,South East,720,2802,25.7000,
E05000091,Harlesden,Brent,London,4036,12170,33.1600,
E05000092,Kensal Green,Brent,London,3092,11429,27.0500,
E05000093,Kenton,Brent,London,2729,9102,29.9800,
E05000094,Kilburn,Brent,London,3469,13232,26.2200,
E05000095,Mapesbury,Brent,London,3203,12470,25.6900,
E05000096,Northwick Park,Brent,London,3092,9964,31.0300,
E05004837,Sarratt,Three Rivers,East of England,399,1347,29.6200,
E05004833,Oxhey Hall,Three Rivers,East of England,600,2457,24.4200,
E05004803,Verulam,St Albans,East of England,1345,4579,29.3700,
E05004820,Bedmond & Primrose Hill,Three Rivers,East of England,723,3015,23.9800,
E05002660,Burnham Lent Rise,South Bucks,South East,775,3282,23.6100,
E05002265,Strood North,Medway,South East,2743,10081,27.2100,
E05004753,Bushey North,Hertsmere,East of England,1286,4967,25.8900,
E05007452,Mount Hermon West,Woking,South East,879,4604,19.0900,
E05004740,Walkern,East Hertfordshire,East of England,531,2071,25.6400,
E05006597,Woodcote,South Oxfordshire,South East,534,1874,28.5000,
E05004991,East,Maidstone,South East,1608,6365,25.2600,
E05004723,Datchworth & Aston,East Hertfordshire,East of England,528,1760,30.0000,
E05007422,Farnham Hale and Heath End,Waverley,South East,787,3178,24.7600,
E05004710,Northchurch,Dacorum,East of England,524,1903,27.5400,
E05007409,Bletchingley and Nutfield,Tandridge,South East,1100,4167,26.4000,
E05000534,Brunswick Park,Southwark,London,2784,10190,27.3200,
E05002247,Tilbury St Chads,Thurrock,East of England,1385,4400,31.4800,
E05000535,Camberwell Green,Southwark,London,3310,11373,29.1000,
E05004223,Trinity,Rochford,East of England,949,2640,35.9500,
E05002700,The Wooburns,Wycombe,South East,893,3889,22.9600,
E05004210,Foulness and Great Wakering,Rochford,East of England,1187,4193,28.3100,
E05004197,Maldon North,Maldon,East of England,957,2952,32.4200,
E05006584,Goring,South Oxfordshire,South East,1244,3910,31.8200,
E05002687,Hazlemere South,Wycombe,South East,799,3303,24.1900,
E05002683,Greater Hughenden,Wycombe,South East,1649,6028,27.3600,
E05004193,Great Totham,Maldon,East of England,871,2711,32.1300,
E05007321,Fetcham West,Mole Valley,South East,724,2921,24.7900,
E05004937,Stone,Dartford,South East,1205,4843,24.8800,
E05004933,Littlebrook,Dartford,South East,855,3088,27.6900,
E05007265,Thames Ditton,Elmbridge,South East,976,4341,22.4800,
E05007252,Cobham and Downside,Elmbridge,South East,1411,4428,31.8700,
E05000546,Peckham,Southwark,London,3331,10766,30.9400,
E05000547,Peckham Rye,Southwark,London,2291,10271,22.3100,
E05000548,Riverside,Southwark,London,2618,12163,21.5200,
E05002307,Pangbourne,West Berkshire,South East,656,2114,31.0300,
E05000442,Downham,Lewisham,London,3179,9990,31.8200,
E05002290,Basildon,West Berkshire,South East,593,2220,26.7100,
E05005023,Otford and Shoreham,Sevenoaks,South East,914,3114,29.3500,
E05002277,Crowthorne,Bracknell Forest,South East,971,3776,25.7200,
E05005010,Cowden and Hever,Sevenoaks,South East,415,1520,27.3000,
E05002273,Bullbrook,Bracknell Forest,South East,935,4211,22.2000,
E05002260,Rainham South,Medway,South East,2661,9896,26.8900,
E05005006,Staplehurst,Maidstone,South East,1123,4255,26.3900,
E05004977,"Shorne, Cobham and Luddesdown",Gravesham,South East,1045,3043,34.3400,
E05002243,Stanford-le-Hope West,Thurrock,East of England,1183,4703,25.1500,
E05004973,Painters Ash,Gravesham,South East,1246,4095,30.4300,
E05002230,Belhus,Thurrock,East of England,1934,6890,28.0700,
E05007331,Earlswood and Whitebushes,Reigate and Banstead,South East,1382,6547,21.1100,
E05000443,Evelyn,Lewisham,London,3588,12327,29.1100,
E05000444,Forest Hill,Lewisham,London,2538,10990,23.0900,
E05000445,Grove Park,Lewisham,London,3029,10670,28.3900,
E05000446,Ladywell,Lewisham,London,2834,11289,25.1000,
E05004442,Hatch Warren and Beggarwood,Basingstoke and Deane,South East,953,6670,14.2900,
E05005138,Paddock Wood East,Tunbridge Wells,South East,818,3060,26.7300,
E05004074,Hutton North,Brentwood,East of England,811,2908,27.8900,
E05004078,Shenfield,Brentwood,East of England,1151,3728,30.8700,
E05000447,Lee Green,Lewisham,London,2582,10999,23.4700,
E05004979,Westcourt,Gravesham,South East,1646,4746,34.6800,
E05005125,Trench,Tonbridge and Malling,South East,943,2872,32.8300,
E05005111,Downs,Tonbridge and Malling,South East,819,2687,30.4800,
E05004044,Braintree South,Braintree,East of England,1361,5541,24.5600,
E05005106,Borough Green and Long Mill,Tonbridge and Malling,South East,1444,4822,29.9500,
E05004031,Pitsea South East,Basildon,East of England,2818,8772,32.1200,
E05002385,Maiden Erlegh,Wokingham,South East,1624,6356,25.5500,
E05005080,Woodstock,Swale,South East,1189,3488,34.0900,
E05007284,West Ewell,Epsom and Ewell,South East,1076,4602,23.3800,
E05002381,Hawkedon,Wokingham,South East,1170,7067,16.5600,
E05000448,Lewisham Central,Lewisham,London,3467,13548,25.5900,
E05005076,Sheppey Central,Swale,South East,2928,7894,37.0900,
E05002330,Redlands,Reading,South East,3102,8278,37.4700,
E05005063,"Hartlip, Newington and Upchurch",Swale,South East,1329,4267,31.1500,
E05000449,New Cross,Lewisham,London,3395,12180,27.8700,
E05008554,Loose,Maidstone,South East,491,1712,28.6800,
E05008541,Larkfield North,Tonbridge and Malling,South East,830,3780,21.9600,
E05004559,Hartley Wintney,Hart,South East,1068,3585,29.7900,
E05002668,Hedgerley and Fulmer,South Bucks,South East,262,972,26.9500,
E05004178,Waltham Abbey South West,Epping Forest,East of England,804,3131,25.6800,
E05002664,Farnham Royal,South Bucks,South East,1051,3814,27.5600,
E05004174,Waltham Abbey High Beach,Epping Forest,East of England,561,1639,34.2300,
E05002651,Ridgeway,Chiltern,South East,529,1792,29.5200,
E05002604,Elmhurst and Watermead,Aylesbury Vale,South East,1595,6654,23.9700,
E05004161,Loughton Fairmead,Epping Forest,East of England,855,3175,26.9300,
E05002638,Chalfont Common,Chiltern,South East,859,2781,30.8900,
E05004148,Buckhurst Hill East,Epping Forest,East of England,819,3298,24.8300,
E05002634,"Ashley Green, Latimer and Chenies",Chiltern,South East,436,1613,27.0300,
E05002608,Grendon Underwood,Aylesbury Vale,South East,813,2449,33.2000,
E05004114,South Woodham-Elmwood and Woodville,Chelmsford,East of England,1423,6044,23.5400,
E05004101,Galleywood,Chelmsford,East of England,1251,4193,29.8400,
E05004088,Canvey Island West,Castle Point,East of England,1191,3757,31.7000,
E05004705,Hemel Hempstead Town,Dacorum,East of England,991,4202,23.5800,
E05007404,Warlingham East and Chelsham and Farleigh,Tandridge,South East,1044,3911,26.6900,
E05004786,Batchwood,St Albans,East of England,1259,5265,23.9100,
E05004692,Adeyfield West,Dacorum,East of England,995,3728,26.6900,
E05007391,Chaldon,Tandridge,South East,391,1237,31.6100,
E05004773,"Hitchwood, Offa and Hoo",North Hertfordshire,East of England,1400,5173,27.0600,
E05004679,Bury Green,Broxbourne,East of England,1305,4517,28.8900,
E05000594,Endlebury,Waltham Forest,London,2377,7869,30.2100,
E05007378,Frimley,Surrey Heath,South East,1098,4476,24.5300,
E05000595,Forest,Waltham Forest,London,3045,9682,31.4500,
E05007374,Sunbury East,Spelthorne,South East,1269,4906,25.8700,
E05004756,Elstree,Hertsmere,East of England,963,3563,27.0300,
E05000596,Grove Green,Waltham Forest,London,2860,11380,25.1300,
E05007361,Woodham,Runnymede,South East,1027,3771,27.2300,
E05002219,Prittlewell,Southend-on-Sea,East of England,2051,7018,29.2200,
E05004929,Greenhithe,Dartford,South East,881,5017,17.5600,
E05007348,Addlestone Bourneside,Runnymede,South East,988,4038,24.4700,
E05007261,Molesey South,Elmbridge,South East,1214,4879,24.8800,
E05002215,Eastwood Park,Southend-on-Sea,East of England,2027,6716,30.1800,
E05007344,Salfords and Sidlow,Reigate and Banstead,South East,546,1988,27.4600,
E05007295,Lovelace,Guildford,South East,672,1970,34.1100,
E05004619,Knellwood,Rushmoor,South East,963,4470,21.5400,
E05007282,Stoneleigh,Epsom and Ewell,South East,920,3527,26.0800,
E05004615,Empress,Rushmoor,South East,1155,5144,22.4500,
E05007278,Ewell Court,Epsom and Ewell,South East,1170,3924,29.8200,
E05000450,Perry Vale,Lewisham,London,2808,11672,24.0600,
E05000451,Rushey Green,Lewisham,London,3034,10969,27.6600,
E05004842,Meriden,Watford,East of England,1370,5498,24.9200,
E05004829,Leavesden,Three Rivers,East of England,904,4143,21.8200,
E05004745,Watton-at-Stone,East Hertfordshire,East of England,431,1704,25.2900,
E05004732,Hunsdon,East Hertfordshire,East of England,549,2035,26.9800,
E05007431,Godalming Charterhouse,Waverley,South East,987,2992,32.9900,
E05004719,Bishop's Stortford Silverleys,East Hertfordshire,East of England,914,3925,23.2900,
E05004715,Woodhall Farm,Dacorum,East of England,979,4483,21.8400,
E05004262,Barnston and High Easter,Uttlesford,East of England,330,1255,26.2900,
E05007313,Bookham South,Mole Valley,South East,1192,3831,31.1100,
E05004219,Lodge,Rochford,East of England,890,3036,29.3100,
E05000259,Palace Riverside,Hammersmith and Fulham,London,1514,5555,27.2500,
E05004268,Great Dunmow North,Uttlesford,East of England,686,2718,25.2400,
E05007326,"Mickleham, Westhumble and Pixham",Mole Valley,South East,439,1442,30.4400,
E05000461,Graveney,Merton,London,2020,7570,26.6800,
E05004942,Wilmington,Dartford,South East,737,2796,26.3600,
E05000475,Beckton,Newham,London,3639,11473,31.7200,
E05002696,Stokenchurch and Radnage,Wycombe,South East,990,4111,24.0800,
E05007257,Hinchley Wood,Elmbridge,South East,814,3398,23.9600,
E05000460,Figge's Marsh,Merton,London,2395,8166,29.3300,
E05000111,Chislehurst,Bromley,London,3047,10414,29.2600,
E05000112,Clock House,Bromley,London,2560,11588,22.0900,
E05000113,Copers Cope,Bromley,London,2696,11970,22.5200,
E05000114,Cray Valley East,Bromley,London,3417,10893,31.3700,
E05004899,Weald North,Ashford,South East,511,1745,29.2800,
E05000115,Cray Valley West,Bromley,London,3687,11533,31.9700,
E05000116,Crystal Palace,Bromley,London,2397,9444,25.3800,
E05000120,Kelsey and Eden Park,Bromley,London,3046,11159,27.3000,
E05000476,Boleyn,Newham,London,4066,11505,35.3400,
E05000117,Darwin,Bromley,London,1146,3696,31.0100,
E05004856,Hatfield Villages,Welwyn Hatfield,East of England,2560,6852,37.3600,
E05000118,Farnborough and Crofton,Bromley,London,3093,10112,30.5900,
E05000477,Canning Town North,Newham,London,3539,10900,32.4700,
E05000119,Hayes and Coney Hall,Bromley,London,3083,11292,27.3000,
E05000536,Cathedrals,Southwark,London,4013,12836,31.2600,
E05004852,Handside,Welwyn Hatfield,East of England,1353,4633,29.2000,
E05002269,Walderslade,Medway,South East,2020,6943,29.0900,
E05000537,Chaucer,Southwark,London,3660,12586,29.0800,
E05002286,Warfield Harvest Ride,Bracknell Forest,South East,954,5865,16.2700,
E05005032,Swanley White Oak,Sevenoaks,South East,1398,4458,31.3600,
E05002282,Little Sandhurst and Wellington,Bracknell Forest,South East,1271,4148,30.6400,
E05005015,Eynsford,Sevenoaks,South East,351,1286,27.2900,
E05005019,Hartley and Hodsoll Street,Sevenoaks,South East,1358,4148,32.7400,
E05000478,Canning Town South,Newham,London,3643,12134,30.0200,
E05005001,North Downs,Maidstone,South East,551,1838,29.9800,
E05000121,Mottingham and Chislehurst North,Bromley,London,2153,7052,30.5300,
E05000123,Penge and Cator,Bromley,London,3396,13023,26.0800,
E05000122,Orpington,Bromley,London,3314,10713,30.9300,
E05000124,Petts Wood and Knoll,Bromley,London,3027,9838,30.7700,
E05000125,Plaistow and Sundridge,Bromley,London,2939,10977,26.7700,
E05004986,Boxley,Maidstone,South East,1421,6411,22.1700,
E05000126,Shortlands,Bromley,London,1962,7001,28.0200,
E05000127,West Wickham,Bromley,London,2867,10373,27.6400,
E05000128,Belsize,Camden,London,2401,9793,24.5200,
E05002256,Peninsula,Medway,South East,3169,10166,31.1700,
E05004982,Allington,Maidstone,South East,1452,4800,30.2500,
E05000129,Bloomsbury,Camden,London,4297,9642,44.5700,
E05004969,Meopham North,Gravesham,South East,950,3146,30.2000,
E05002239,Ockendon,Thurrock,East of England,1971,7008,28.1300,
E05002252,Gillingham South,Medway,South East,3276,12206,26.8400,
E05000130,Camden Town with Primrose Hill,Camden,London,2924,10142,28.8300,
E05007336,Meadvale and St John's,Reigate and Banstead,South East,1310,5411,24.2100,
E05000479,Custom House,Newham,London,3062,9828,31.1600,
E05007340,Redhill East,Reigate and Banstead,South East,1327,7607,17.4400,
E05004438,Chineham,Basingstoke and Deane,South East,1037,7012,14.7900,
E05004451,Rooksdown,Basingstoke and Deane,South East,391,2643,14.7900,
E05000473,West Barnes,Merton,London,1767,7188,24.5800,
E05004434,Brookvale and Kings Furlong,Basingstoke and Deane,South East,1025,5028,20.3900,
E05000474,Wimbledon Park,Merton,London,1828,8397,21.7700,
E05000480,East Ham Central,Newham,London,4193,11803,35.5200,
E05000481,East Ham North,Newham,London,3833,10328,37.1100,
E05004083,Boyce,Castle Point,East of England,1389,4833,28.7400,
E05000472,Village,Merton,London,1963,6068,32.3500,
E05005121,Larkfield South,Tonbridge and Malling,South East,830,3024,27.4500,
E05004070,Brizes and Doddinghurst,Brentwood,East of England,1323,4399,30.0800,
E05000131,Cantelowes,Camden,London,3061,9541,32.0800,
E05000132,Fortune Green,Camden,London,2239,9501,23.5700,
E05005116,Hildenborough,Tonbridge and Malling,South East,950,3451,27.5300,
E05004027,Langdon Hills,Basildon,East of England,1672,6804,24.5700,
E05000133,Frognal and Fitzjohns,Camden,London,2644,9011,29.3400,
E05000135,Hampstead Town,Camden,London,2024,8423,24.0300,
E05000137,Highgate,Camden,London,2370,8286,28.6000,
E05002394,Wescott,Wokingham,South East,980,3867,25.3400,
E05000138,Holborn and Covent Garden,Camden,London,3727,10805,34.4900,
E05000134,Gospel Oak,Camden,London,2677,8418,31.8000,
E05002339,Cippenham Green,Slough,South East,1537,6858,22.4100,
E05000139,Kentish Town,Camden,London,2895,10740,26.9600,
E05004023,Burstead,Basildon,East of England,2364,7640,30.9400,
E05002390,Sonning,Wokingham,South East,630,2283,27.6000,
E05002326,Minster,Reading,South East,1684,7605,22.1400,
E05000140,Kilburn,Camden,London,2790,9294,30.0200,
E05002322,Church,Reading,South East,3295,7978,41.3000,
E05000482,East Ham South,Newham,London,3588,10636,33.7300,
E05005059,Chalkwell,Swale,South East,1041,3938,26.4300,
E05000483,Forest Gate North,Newham,London,3565,12286,29.0200,
E05000487,Little Ilford,Newham,London,4423,11506,38.4400,
E05000484,Forest Gate South,Newham,London,4216,13483,31.2700,
E05000485,Green Street East,Newham,London,4415,11967,36.8900,
E05000490,Plaistow South,Newham,London,3699,11817,31.3000,
E05000486,Green Street West,Newham,London,4418,11494,38.4400,
E05002673,Wexham and Iver West,South Bucks,South East,764,2476,30.8600,
E05006570,Benson,South Oxfordshire,South East,876,4662,18.7900,
E05000491,Royal Docks,Newham,London,1816,8258,21.9900,
E05004183,Little Parndon and Hare Street,Harlow,East of England,1312,5715,22.9600,
E05004170,Passingford,Epping Forest,East of England,504,1696,29.7200,
E05002630,Amersham Common,Chiltern,South East,485,1890,25.6600,
E05004157,"High Ongar, Willingale and The Rodings",Epping Forest,East of England,480,1628,29.4800,
E05002647,Little Missenden,Chiltern,South East,564,1732,32.5600,
E05002643,Great Missenden,Chiltern,South East,433,1539,28.1400,
E05000141,King's Cross,Camden,London,4669,9730,47.9900,
E05004153,Epping Hemnall,Epping Forest,East of England,1213,4495,26.9900,
E05000142,Regent's Park,Camden,London,4391,10703,41.0300,
E05000144,Swiss Cottage,Camden,London,2644,9980,26.4900,
E05000143,St Pancras and Somers Town,Camden,London,4361,10413,41.8800,
E05000145,West Hampstead,Camden,London,2237,10141,22.0600,
E05002617,Quainton,Aylesbury Vale,South East,529,1861,28.4300,
E05000149,Broad Green,Croydon,London,3937,13271,29.6700,
E05000150,Coulsdon East,Croydon,London,2552,8690,29.3700,
E05000147,Ashburton,Croydon,London,2957,10626,27.8300,
E05004110,Rettendon and Runwell,Chelmsford,East of England,1247,3733,33.4000,
E05000148,Bensham Manor,Croydon,London,3349,11756,28.4900,
E05004097,Boreham and The Leighs,Chelmsford,East of England,1201,4626,25.9600,
E05007383,Old Dean,Surrey Heath,South East,830,3190,26.0200,
E05004701,Boxmoor,Dacorum,East of England,1371,5853,23.4200,
E05004093,St Mary's,Castle Point,East of England,1295,4452,29.0900,
E05007400,Portley,Tandridge,South East,811,3273,24.7800,
E05004688,Theobalds,Broxbourne,East of England,1406,5128,27.4200,
E05007387,Town,Surrey Heath,South East,873,3595,24.2800,
E05004697,Berkhamsted Castle,Dacorum,East of England,1031,4326,23.8300,
E05007396,Limpsfield,Tandridge,South East,778,2543,30.5900,
E05004684,Hoddesdon North,Broxbourne,East of England,1379,5244,26.3000,
